Bronx 421A Exempt Properties as of FINAL Roll FY'14/15,,,,,,,,,,,,,,
Neighborhood Name and Descriptive Data is as of Final 14/15,,,,,,,,,,,,,,
"Unit information first from RPAD, if missing then from VISION.",,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE, RESIDENTIAL UNITS , COMMERCIAL UNITS , TOTAL UNITS , LAND SQUARE FEET , GROSS SQUARE FEET ,YEAR BUILT
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1036,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1037,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1038,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1039,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1040,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1041,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1042,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1043,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1044,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1045,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1046,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1047,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1048,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1049,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1050,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1051,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1052,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1053,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1054,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1055,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1056,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1057,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1058,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1059,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1060,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1061,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1062,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1063,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1064,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1065,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1066,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1067,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1068,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1069,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1070,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1071,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1072,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1073,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1074,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1075,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1076,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1077,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1078,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1079,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1080,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1081,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1082,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1083,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1084,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1085,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1086,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1087,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1088,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1089,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1090,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1091,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2381,1092,R4,837 WASHINGTON AVENUE                    ,10451,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1101,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1102,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1103,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1104,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1105,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1106,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1107,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1108,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1109,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1110,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1111,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1112,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1113,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1114,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1115,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,11  CONDOMINIUMS                            ,2,2931,1116,R2,1349 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2007
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2366,1001,RR,505 EAST 161 STREET                      ,10451,80,0,80,"35,133","91,142",2010
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2367,1002,RR,508 EAST 163 STREET                      ,10451,85,0,85,"12,978","97,370",2008
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2367,1104,RR,3213 3 AVENUE                            ,10451,1,0,1,"35,960","134,053",2008
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2609,1001,RR,3462 3 AVENUE                            ,10456,115,0,115,"23,093","114,912",2009
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2609,1003,RR,3480 3 AVENUE                            ,10456,113,0,113,"23,093","115,908",2009
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2618,1001,RR,601 EAST 156 STREET                      ,10455,78,0,78,0,"109,920",0
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2618,1002,RR,756 ST ANNS AVENUE                       ,10456,43,0,43,0,"44,997",0
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2618,1003,RR,609 EAST 156 STREET                      ,10455,45,0,45,0,"70,375",0
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2703,1002,RR,950 WESTCHESTER AVENUE                   ,10459,111,0,111,0,"112,935",2006
2,MORRISANIA/LONGWOOD      ,12  CONRENTALS                              ,2,2976,1103,RR,870 JENNINGS STREET                      ,10459,84,0,84,0,"78,715",2009
2,MORRISANIA/LONGWOOD      ,13  CONDOPS                                 ,2,2359,1001,R9,700-704 BROOK AVENUE                     ,10455,71,0,71,0,"84,224",2010
2,MORRISANIA/LONGWOOD      ,13  CONDOPS                                 ,2,2742,1004,R9,951 HOE AVENUE                           ,10459,164,0,164,"66,430","160,358",2005
2,MORRISANIA/LONGWOOD      ,13  CONDOPS                                 ,2,2742,1005,R9,941 HOE AVENUE                           ,10459,136,0,136,"66,430","131,212",2005
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2389,54,C1,459 EAST 167 STREET                      ,10456,8,0,8,"2,700","8,033",2007
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2607,2,S3,3300 3 AVENUE                            ,10456,3,1,4,"1,588","4,808",2006
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2607,3,S3,3302 3 AVENUE                            ,10456,3,1,4,"1,684","5,045",2006
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2607,4,S3,3304 3 AVENUE                            ,10456,3,1,4,"1,622","4,876",2006
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2607,5,S3,3306 3 AVENUE                            ,10456,3,1,4,"1,865","5,222",2006
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2607,98,S3,3310 3 AVENUE                            ,10456,3,1,4,"2,058","5,475",2006
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2607,99,S3,3308 3 AVENUE                            ,10456,3,1,4,"1,885","5,475",2006
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2627,1,C1,611 EAST 161 STREET                      ,10456,8,0,8,"2,500","5,317",2008
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2627,58,C1,621 EAST 161 STREET                      ,10456,8,0,8,"3,000","6,083",2008
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2676,130,C1,762 UNION AVENUE                         ,10455,8,0,8,"3,701","10,308",2003
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2676,134,C1,766 UNION AVENUE                         ,10455,8,0,8,"2,932","7,886",2003
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2676,136,C1,770 UNION AVENUE                         ,10455,8,0,8,"3,798","10,308",2003
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2694,19,C2,866 EAST 169 STREET                      ,10459,6,0,6,"3,000","5,737",2012
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2698,80,S3,924 REV JAMES POLITE AVENUE              ,10459,3,1,4,"2,993","9,570",2005
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2735,42,C2,951 BRUCKNER BOULEVARD                   ,10459,5,0,5,"2,000","4,400",2008
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2974,23,C1,903 HOME STREET                          ,10459,8,0,8,"1,733","6,215",2007
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2B,2979,11,C7,1226 SOUTHERN BOULEVARD                  ,10459,8,1,9,"3,150","10,595",2007
2,MORRISANIA/LONGWOOD      ,14  4-10 FAMILY RENTALS                     ,2A,2994,32,C3,1435 BRYANT AVENUE                       ,10459,4,0,4,"2,500","3,180",2014
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1101,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1102,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1103,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1104,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1105,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1106,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1107,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2607,1108,R1,1094 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,0
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1001,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1002,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1003,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1004,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1005,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1006,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1007,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2706,1008,R1,1122 INTERVALE AVENUE                    ,10459,1,0,1,0,0,2005
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2933,1001,R1,1314 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2008
2,MORRISANIA/LONGWOOD      ,16  2-10 FAMILY CONDOMINIUMS                ,2C,2933,1002,R1,1312 FRANKLIN AVENUE                     ,10456,1,0,1,0,0,2008
